,model,country_code,country,region,income group,scraped_date,model_en,price_local_currency,Currency CodeA,X,USD_Normalized,USD_Normalized_MEAN,Land,HDI,Life expactancy at birth in years,Mean years of schooling in years,Gross national income (GNI) per capita in US$,IHDI,Inequality in life expectancy in%,Inequality in education in %,Inequality in income in %,Income Shares of top 1%,Income Shares of top 1%,GINI,Gender Inequality Index,Maternal mortality ratio per 100.000,Share of female seats in parliament in %,Employment to population ratio,Employment in agriculture in % ,Employment in services in %,Unemployment in %,Child labour in %,Working poor at PPP$3.20 a day in %,High-skill to low-skill ratio,Prison population per 100.000,Homocide rate per 100.000,Suicide rate (female) per 100.000,Suicide rate (male) per 100.000,Internet User in %,Mobile phone subscriptions per 100 people
220,Apple Pencil (2nd generation),IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,Apple Pencil (2nd generation),10900.0,INR,74.50800323486328,146.29300916360816,522.6667666841361,India,0.645,69.66,6.5,6681.346904,0.475,19.7,38.7,18.79302,31.7,21.340001,37.8,0.488,133,13.48600509,46.653,42.385,32.038,5.355,NaN,42.375,0.6301881529043267,32.7,3.079232442,14.5,18.5,34.45,86.9426
221,24-inch iMac²,IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,24-inch iMac,119900.0,INR,74.50800323486328,1609.2231007996897,522.6667666841361,India,0.645,69.66,6.5,6681.346904,0.475,19.7,38.7,18.79302,31.7,21.340001,37.8,0.488,133,13.48600509,46.653,42.385,32.038,5.355,NaN,42.375,0.6301881529043267,32.7,3.079232442,14.5,18.5,34.45,86.9426
222,MacBook Air,IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,MacBook Air,92900.0,INR,74.50800323486328,1246.845922137541,522.6667666841361,India,0.645,69.66,6.5,6681.346904,0.475,19.7,38.7,18.79302,31.7,21.340001,37.8,0.488,133,13.48600509,46.653,42.385,32.038,5.355,NaN,42.375,0.6301881529043267,32.7,3.079232442,14.5,18.5,34.45,86.9426
223,Magic Mouse,IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,Magic Mouse,7500.0,INR,74.50800323486328,100.6603274061524,522.6667666841361,India,0.645,69.66,6.5,6681.346904,0.475,19.7,38.7,18.79302,31.7,21.340001,37.8,0.488,133,13.48600509,46.653,42.385,32.038,5.355,NaN,42.375,0.6301881529043267,32.7,3.079232442,14.5,18.5,34.45,86.9426
224,iPhone SE,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPhone SE,10999.0,MXN,20.54700088500977,535.3092678369625,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
225,iPhone 12,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPhone 12,14999.0,MXN,20.54700088500977,729.9848811970725,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
226,AirPods Pro,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,AirPods Pro,5999.0,MXN,20.54700088500977,291.964751136825,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
227,AirPods(segunda generación),MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,AirPods(2nd generation),3299.0,MXN,20.54700088500977,160.55871211875072,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
228,Apple TV 4K,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple TV 4K,4499.0,MXN,20.54700088500977,218.96139612678374,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
229,Apple Watch SE,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple Watch SE,7499.0,MXN,20.54700088500977,364.96810614686626,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
230,Apple Watch Series 3,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple Watch Series 3,4999.0,MXN,20.54700088500977,243.2958477967975,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
231,Correa deportiva,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Sport Band,1199.0,MXN,20.54700088500977,58.35401510469298,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
232,iPad,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPad,8999.0,MXN,20.54700088500977,437.9714611569075,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
233,iPad Pro,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPad Pro,20999.0,MXN,20.54700088500977,1021.9983012372376,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
234,Apple Pencil (segunda generación),MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple Pencil (2nd generation),3299.0,MXN,20.54700088500977,160.55871211875072,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
235,iMac²,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,24-inch iMac,33499.0,MXN,20.54700088500977,1630.3595929875812,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
236,MacBook Air,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,MacBook Air,25999.0,MXN,20.54700088500977,1265.342817937375,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
237,Magic Mouse,MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Magic Mouse,1999.0,MXN,20.54700088500977,97.28913777671498,515.4940714770942,Mexico,0.779,75.05,8.75461,19159.83967,0.613,10.5,18.38918256,33.388511,36.4,NaN,45.4,0.322,33,48.40764331,58.602,12.609,61.247,3.425,4.7,8.269,0.9650490678892981,155.6,29.07106163,2.3,8.2,65.7726,93.0078
238,iPhone SE,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPhone SE,4990.0,NOK,8.86832046508789,562.6770051493111,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
239,iPhone 12,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPhone 12,6990.0,NOK,8.86832046508789,788.198850900538,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
240,AirPods Pro,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,AirPods Pro,2990.0,NOK,8.86832046508789,337.1551593980842,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
241,AirPods(2. gen.),NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,AirPods(2nd generation),1450.0,NOK,8.86832046508789,163.5033381696395,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
242,Apple TV 4K,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple TV 4K,1990.0,NOK,8.86832046508789,224.39423652247075,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
243,Apple Watch SE,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple Watch SE,3290.0,NOK,8.86832046508789,370.98343626076826,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
244,Apple Watch Series 3,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple Watch Series 3,2290.0,NOK,8.86832046508789,258.2225133851548,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
245,Sport Band,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Sport Band,499.0,NOK,8.86832046508789,56.26770051493111,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
246,iPad,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPad,3990.0,NOK,8.86832046508789,449.91608227369767,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
247,iPad Pro,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPad Pro,8990.0,NOK,8.86832046508789,1013.7206966517649,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
248,Apple Pencil (2. gen.),NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple Pencil (2nd generation),1499.0,NOK,8.86832046508789,169.02862339054457,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
249,24-tommers iMac²,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,24-inch iMac,15290.0,NOK,8.86832046508789,1724.1145107681295,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
250,MacBook Air,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,MacBook Air,11990.0,NOK,8.86832046508789,1352.0034652786053,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
251,Magic Mouse,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Magic Mouse,949.0,NOK,8.86832046508789,107.01011580895717,541.2282667480426,Norway,0.957,82.4,12.89775,66494.25217,0.899,3,2.3324,12.56175,21.6,9.3500003,27,0.045,2,40.82840237,61.669,2.055,78.67,3.346,NaN,NaN,14.714633174679722,79.8,0.468343712,6.5,13.6,96.4917,107.174
252,iPhone SE,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPhone SE,26490.0,PHP,51.290000915527344,516.4749371642245,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
253,iPhone 12,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPhone 12,38990.0,PHP,51.290000915527344,760.1871574191435,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
254,AirPods Pro,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,AirPods Pro,14990.0,PHP,51.290000915527344,292.25969452969895,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
255,AirPods(2nd generation),PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,AirPods(2nd generation),7690.0,PHP,51.290000915527344,149.9317579008262,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
256,Apple TV 4K,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple TV 4K,10990.0,PHP,51.290000915527344,214.27178404812483,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
257,Apple Watch SE,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple Watch SE,15990.0,PHP,51.290000915527344,311.75667215009247,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
258,Apple Watch Series 3,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple Watch Series 3,11490.0,PHP,51.290000915527344,224.0202728583216,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
259,Sport Band,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Sport Band,2790.0,PHP,51.290000915527344,54.396567560897935,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
260,iPad,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPad,19990.0,PHP,51.290000915527344,389.74458263166656,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
261,iPad Pro,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPad Pro,45990.0,PHP,51.290000915527344,896.6660007618982,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
262,Apple Pencil (2nd generation),PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple Pencil (2nd generation),7990.0,PHP,51.290000915527344,155.78085118694426,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
263,24-inch iMac²,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,24-inch iMac,73990.0,PHP,51.290000915527344,1442.5813741329168,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
264,MacBook Air,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,MacBook Air,54990.0,PHP,51.290000915527344,1072.13879934544,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
265,Magic Mouse,PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Magic Mouse,3990.0,PHP,51.290000915527344,77.79294070537016,468.42881374254046,Philippines,0.718,71.23,9.393091398,9777.798117,0.587,15.3,10.1,28.1,34.8,NaN,44.4,0.43,121,28.04878049,58.339,23.405,57.157,2.15,NaN,18.265,0.7907494869868205,182.5,6.464988165,2.3,5.2,60.0548,110.128
266,iPhone SE,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPhone SE,2199.0,PLN,4.051000118255615,542.8289152820125,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
267,iPhone 12,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPhone 12,3149.0,PLN,4.051000118255615,777.3389059677387,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
268,AirPods Pro,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,AirPods Pro,1249.0,PLN,4.051000118255615,308.3189245962863,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
269,AirPods(2. generacji),PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,AirPods(2nd generation),649.0,PLN,4.051000118255615,160.20735153161715,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
270,Apple TV 4K,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple TV 4K,899.0,PLN,4.051000118255615,221.9205069752293,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
271,Apple Watch SE,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Watch SE,1349.0,PLN,4.051000118255615,333.0041867737312,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
272,Apple Watch Series 3,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Watch Series 3,999.0,PLN,4.051000118255615,246.60576915267416,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
273,Pasek sportowy,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Sport Band,199.0,PLN,4.051000118255615,49.12367173311527,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
274,iPad,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPad,1699.0,PLN,4.051000118255615,419.40260439478817,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
275,iPad Pro,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPad Pro,3899.0,PLN,4.051000118255615,962.4783722985751,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
276,Apple Pencil (2. generacji),PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Pencil (2nd generation),619.0,PLN,4.051000118255615,152.8017728783837,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
277,iMac 24 cale²,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,24-inch iMac,6799.0,PLN,4.051000118255615,1678.350975444476,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
278,MacBook Air,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,MacBook Air,5199.0,PLN,4.051000118255615,1283.3867806053584,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
279,Magic Mouse,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Magic Mouse,399.0,PLN,4.051000118255615,98.494196088005,516.7330666944279,Poland,0.88,78.73,12.47232,31622.55302,0.813,4.3,4.93736,13.47713,23.5,13.99,29.7,0.115,2,27.85714286,54.731,9.235,58.826,3.474,NaN,NaN,6.952155993664502,192,0.7304547,3.4,23.9,77.5417,134.748
280,iPhone SE,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPhone SE,5075.0,SEK,9.08942985534668,558.3408509406925,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
281,iPhone 12,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPhone 12,7395.0,SEK,9.08942985534668,813.5823827992947,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
282,AirPods Pro,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,AirPods Pro,3195.0,SEK,9.08942985534668,351.50719581389404,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
